Original_SMILES,R1,R2,R3,R4,potency
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,Cl[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],< 20 nM 
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],Cl[*:3],[H][*:4],Inactive
CN1CCCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],Inactive
CCN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCCC3C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCCC2C1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)[C@@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)[C@@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNCC1,F[*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2CC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3(COC3)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2(COC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1(C)C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1(C)C,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)CCCN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCCN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC2CN(CC2C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC2CN(C(=O)C3CCN([*:1])CC3)CC2C1,F[*:2],F[*:3],[H][*:4],Inactive
CC(C)(C)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)(C)NC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(NC(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
COC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],< 20 nM 
CN(C)C1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)C1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC(C1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(NC(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(C1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(NC(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1(CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F)C#N,CN1CCN(C(=O)C2(C#N)CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)CCCNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCCNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC1(C)CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(C)CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)CCNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)CCN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2COC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2COC2)CC1,F[*:2],F[*:3],[H][*:4],< 20 nM 
CNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CNC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CNC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN(CC2)C2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN(C2CCC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCOCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCOCC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)NC2COC2)C(F)=CN=C1,O=C(NC1COC1)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC11CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC12CC2,F[*:2],F[*:3],[H][*:4],Inactive
COCCN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COCCN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(O)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(O)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)NCCN2CCC2)C(F)=CN=C1,O=C(NCCN1CCC1)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCCC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3CCC(C2)N3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2CCC(C1)N2,F[*:2],F[*:3],[H][*:4],Inactive
C[C@@H]1CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1C2,F[*:2],F[*:3],[H][*:4],Inactive
C[C@H]1CN(CCN1C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1C,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNCC2)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNCC1,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
C[C@@H]1CN(CCN1C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1C,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3CNCC3C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2CNCC2C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1C2CCC1CN(C2)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1C2CCC1CN(C(=O)C1CCN([*:1])CC1)C2,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC2CC1CN2C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC2CC1CN2C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1(C)CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2(C)CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCCCC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC[C@@H](C2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC[C@H](N2CCCC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCCC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
C[C@H]1CN(CCN1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,C[C@H]1CN(C(=O)C2CCN([*:1])CC2)CCN1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNC3CC23)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNC2CC21,F[*:2],F[*:3],[H][*:4],Inactive
CC1(O)CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(O)CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(C2)N2CCCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCCCC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(C2CC12)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)C2CC21,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(F)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(F)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC(CC2)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC(N2CCC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2C3)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1C2,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CC[C@H]2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CC[C@H]1C2,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CC[C@@H]2C3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CC[C@@H]1C2,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(F)(F)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(F)(F)C1,F[*:2],F[*:3],[H][*:4],Inactive
COC1(C)CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COC1(C)CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)C#N)C(F)=CN=C1,N#CC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCC1,O=C(C1CCN([*:1])CC1)N1CCC1,[H][*:2],F[*:3],[H][*:4],Inactive
COC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
COC1(C)CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC1(C)CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(F)(F)C1,O=C(C1CCN([*:1])CC1)N1CC(F)(F)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(C1)C#N,N#CC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(F)C1,O=C(C1CCN([*:1])CC1)N1CC(F)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCCC1,O=C(C1CCN([*:1])CC1)N1CCCC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCC2(COC2)C1,O=C(C1CCN([*:1])CC1)N1CCC2(COC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCOCC1,O=C(C1CCN([*:1])CC1)N1CCOCC1,[H][*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CS(=O)(=O)C1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC2(COC2)C1,O=C(C1CCN([*:1])CC1)N1CC2(COC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)C1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC2(CCO2)C1,O=C(C1CCN([*:1])CC1)N1CC2(CCO2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CCOC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CCOC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1(COC1)N1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(N2CCN(C(=O)C3CCN([*:1])CC3)CC2)COC1,F[*:2],F[*:3],[H][*:4],Inactive
CO[C@@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CO[C@@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CO[C@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CO[C@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC[NH+]([O-])CC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC[NH+]([O-])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC(C1)N1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(N2CCN(C(=O)C3CCN([*:1])CC3)CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
COCC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COCC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CO[C@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CO[C@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)CC(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CC(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC1=NC=NN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,Cc1ncnn1[*:1],F[*:2],F[*:3],[H][*:4],Inactive
CC(C)N1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(C)N1CCN2CCN([*:1])CC2C1=O,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2C[C@@]3(CCN3)C2)C=CN=C1,C1C[C@]2(C[C@@H](O[*:1])C2)N1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNC3(CC3)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNC2(CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN2CCN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CCN2CCN([*:1])CC2C1,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CC2(COC2)C1,C1CN([*:1])CCC1N1CC2(COC2)C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2COC2)C(Cl)=CN=C1,C1OCC1N1CCN([*:1])CC1,Cl[*:2],F[*:3],[H][*:4],Inactive
CN1CCN2CCN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN2CCN([*:1])CC2C1,F[*:2],F[*:3],[H][*:4],Inactive